url,title,content,content_cnt,content_line,quote,quote_cnt,first_img,last_img,img_cnt,솔직 빈도 수,비교 빈도 수,ㅋ 빈도 수,ㅋㅋ 빈도 수,ㅋㅋㅋ 빈도 수,ㅋㅋㅋㅋ 빈도 수,... 빈도 수,.... 빈도 수,ㅜ 빈도 수,ㅜㅜ 빈도 수,ㅜㅜㅜ 빈도 수,ㅜㅜㅜㅜ 빈도 수,ㅠ 빈도 수,ㅠㅠ 빈도 수,ㅠㅠㅠ 빈도 수,ㅠㅠㅠㅠ 빈도 수,비속어 빈도 수,허락 키워드,내돈내산 키워드,리얼후기 키워드,협찬 키워드,체험단 키워드,coupa.ng 키워드,< 키워드,> 키워드,♡ 키워드,♥ 키워드,구매후기 키워드,광고 분류1,광고 분류2
https://blog.naver.com/PostView.naver?blogId=prettywws&logNo=222656523393,소니 SONY WF-1004XM4 무선... 내돈내산 솔직후기 feat.언박싱,"안녕하세요 여러분 오늘은 따끈따끈한 신상(이라고 하기엔 이미 좀 된;;) 물건을 가지고 왔어요! 움... 예전 제 글을 읽어보신 분들은 아시겠지만, 저는 요즘 밤마다 저희 동네를 돌며 운동(을 가장한 산책🤭)을 한답니다! 걷기를 하며 빠질 수 없는게 바로 음악이죠? 음악이 없는 걷기란 앙꼬 없는 찐빵 슈크림 없는 슈크림붕어빵이쥬 이처럼 저는 걸을때도, 자기전 유튜브 시청시에도 꼭 이어폰을 착용하는데요(혼자만의 시간이니까!!) 엄... 좀 부끄럽지만 이날 이때까지 줄 이어폰을 사용하고 있었답니다 그러던 어느날, 남편이 택배로 뭘 시키더니만 이틀 후 집에 도착한 바로 이것! 바로 SONY WF-1000XM4 무선 노이즈캔슬링  이어폰이 왔어요!! 깜짝 선물 고마웡!!! (사랑하는거 알지?🥰) 그럼 언박싱을 해볼까요오? 두둥! 일단 패키징박스가 플라스틱이 아닌 재생용지로  만들어졌어요! 환경을 생각하는 소니의 노고! 칭찬해요! 안을 열어보니 설명서가 먼저 보이네요. 그리고 종이로 한번 더 커버된 모습이에요! 영롱한 그의 자태! 그 밑을 열어보니 이렇게 자신의 사이즈에 맞게 착용할 수 있도록 다양한 이어폰 사이즈가 있어요! 저는 제일 작은 사이즈가 맞네요! 음질은 말해뭐해요. 헤드폰급의 음질을 노린 소니의 목표는 이룬거같아요! 노이즈캔슬링 역시 확실하네요! 좀 더 사용해 보고 다시 사용 후기 남길게요! 그럼 모두 안녕!",688,13,[],0,https://postfiles.pstatic.net/MjAyMjAyMjRfMTY0/MDAxNjQ1NjcwNzE2Mzc4.rnCKmvJPZ6BZuqPNOEm_WafUv_1G7bPqVP5SL7OxpUcg.mDgUJcnSFY17dT6xZSs7wfEz-yNzW_l3nr2OEK8rK-og.JPEG.prettywws/1645670712343.jpg?type=w580,https://postfiles.pstatic.net/MjAyMjAyMjRfNzkg/MDAxNjQ1NjcyMTE1OTM0.Im_83K66lfUSWsJmrFDZN9PYO6jWgI_C2xg6stIjqEAg.rVlUH-3dK3cIcNn9OhyC9Zv5C-hQQ4caAnSZPAqEqCEg.JPEG.prettywws/1645672112517.jpg?type=w580,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9
